Date,Idle CPU,Memory,Network,Disk,App Name,IP Address,Server ID
1537497490,99.8415977,11000.69787,226.131796,2.566345,APIGateway,10.10.0.184:19999,1
1537497490,99.8541813,11017.9172,1522.257316,2.6005358,APIGateway,10.10.0.184:19999,2
1537497490,99.820765,11022.6372,166.3827963,2.3850799,APIGateway,10.10.0.199:19999,3
1537497490,99.8666397,11041.04857,1532.926292,2.413265,APIGateway,10.10.0.199:19999,4
1537497490,99.833286,11034.0731,634.3657932,2.1904784,APIGateway,10.10.0.240:19999,5
1537497490,99.8583277,11051.23473,6123.2769,2.2047941,APIGateway,10.10.0.240:19999,6
1537497490,99.8499,499.7693833,247.2746787,6.177399,APIGateway,10.20.62.184:19999,7
1537497490,99.854025,502.7220033,1661.759682,6.1959552,APIGateway,10.20.62.184:19999,8
1537497490,99.7775689,13963.5587,259.3593733,2.5581257,APIGateway,10.20.62.226:19999,9
1537497490,99.7122447,13967.0135,1664.270685,2.5835737,APIGateway,10.20.62.226:19999,10
1537497490,99.7957017,14090.15823,332.9871677,7.1572157,APIGateway,10.20.62.91:19999,11
1537497490,99.8375037,14116.22893,1720.269502,7.1985599,APIGateway,10.20.62.91:19999,12
1537497490,99.779036,498.87202,213.4063707,2.3047325,APIGateway,10.20.62.141:19999,13
1537497490,99.7873487,503.0172,22217.66709,2.3170363,APIGateway,10.20.62.141:19999,14
1537497490,98.8932444,473.0826433,293.1419524,6.8564056,APIGateway,10.20.62.208:19999,15
1537497490,98.9332933,476.7640667,22216.13354,6.8658733,APIGateway,10.20.62.208:19999,16
1537497490,99.8457227,500.9355367,206.527742,2.0919704,APIGateway,10.20.62.144:19999,17
1537497490,99.8707593,502.96654,1685.524892,2.1060315,APIGateway,10.20.62.144:19999,18
1537497490,98.7652797,478.16305,255.0085905,6.0444414,APIGateway,10.20.62.111:19999,19
1537497490,98.8029367,482.8274433,1679.043101,6.0679025,APIGateway,10.20.62.111:19999,20
1537497490,99.787349,501.4733,276.3739453,55.4809453,APIGateway,10.20.62.73:19999,21
1537497490,99.795692,504.3040133,9.5033659,55.5416107,APIGateway,10.20.62.73:19999,22
1537497490,99.7120287,13966.74513,15247.6728,17.9512367,APIGateway,10.20.62.44:19999,23
1537497490,99.757915,13968.75673,209.1183157,17.9929933,APIGateway,10.20.62.44:19999,24
1537497490,98.8662767,476.60441,15294.16053,22.91954,APIGateway,10.20.62.136:19999,25
1537497490,98.9002497,482.5507633,275.0579763,22.95124,APIGateway,10.20.62.136:19999,26
1537497490,99.76375,13953.786,276.915316,0.3713458,APIGateway,10.20.62.182:19999,27
1537497490,99.7540563,13959.74297,272.6057753,0.3967356,APIGateway,10.20.62.182:19999,28
1537497490,98.8676167,474.56899,272.5074998,0.9997292,APIGateway,10.20.62.200:19999,29
1537497490,98.900916,479.5001067,238.2872427,0.9997292,APIGateway,10.20.62.200:19999,30
1537497490,98.69728,473.92593,231.0172973,18.1924133,APIGateway,10.20.62.45:19999,31
1537497490,98.735913,489.6327033,163.0289037,18.2041693,APIGateway,10.20.62.45:19999,32
1537497490,99.7831767,486.9303367,226.8895597,12.4039608,APIGateway,10.20.62.168:19999,33
1537497490,99.7915153,502.36693,226.5415257,12.5150037,APIGateway,10.20.62.168:19999,34
1537497490,99.787338,13630.7984,251.569064,12.3797994,APIGateway,10.20.62.145:19999,35
1537497490,99.8206757,13636.60173,211.6575753,12.5323054,APIGateway,10.20.62.145:19999,36
1537497490,99.841618,280.8240533,280.7525627,8.4327579,APIGateway,10.20.62.199:19999,37
1537497490,99.8666287,284.13087,220.7567231,8.4212359,APIGateway,10.20.62.199:19999,38
1537497490,99.795717,818.9414067,245.933124,12.3546699,APIGateway,10.20.62.95:19999,39
1537497490,99.8165353,824.8570167,255.9219267,12.426674,Encryption,10.20.62.95:19999,40
1537497490,99.783218,817.0312467,272.0177083,12.3367601,Encryption,10.20.62.185:19999,41
1537497490,99.808213,821.8591067,347.3506277,12.429179,Encryption,10.20.62.185:19999,42
1537497490,99.7956817,818.4631733,2504.590181,14.4175669,Encryption,10.20.62.166:19999,43
1537497490,99.8034143,821.71599,37012.057,14.4907244,Encryption,10.20.62.166:19999,44
1537497490,99.8040087,815.5673267,12294.01486,11.7530935,Encryption,10.20.62.220:19999,45
1537497490,99.8207797,823.96081,73074.25533,11.8992708,Encryption,10.20.62.220:19999,46
1537497490,99.7916489,500.5710733,4740.23768,12.0353071,Encryption,10.20.62.187:19999,47
1537497490,99.799822,502.8422933,79537.20833,12.0996668,Encryption,10.20.62.187:19999,48
1537497490,99.79158,502.7654933,4627.952918,10.770631,Encryption,10.20.62.210:19999,49
1537497490,99.7915507,502.73099,75549.01167,10.8371179,Encryption,10.20.62.210:19999,50
1537497490,99.7873847,501.0481933,14116.16387,10.5477306,Encryption,10.20.62.42:19999,51
1537497490,99.8082277,502.4132733,37330.87013,10.6553991,Encryption,10.20.62.42:19999,52
1537497490,99.749739,500.97617,4757.421736,10.4893252,Encryption,10.20.62.129:19999,53
1537497490,99.774811,502.4526033,32793.03437,10.6835638,Encryption,10.20.62.129:19999,54
1537497490,99.787363,502.27485,2996.586694,10.5387915,Encryption,10.20.62.5:19999,55
1537497490,99.799874,502.3786533,33564.80667,10.5904307,Encryption,10.20.62.5:19999,56
1537497490,99.799833,485.7720167,3412.220681,12.8747482,Encryption,10.20.62.201:19999,57
1537497490,99.8164987,502.7445433,18839.06158,13.461995,Encryption,10.20.62.201:19999,58
1537497490,99.7956867,500.0049533,4697.914567,13.3044905,Encryption,10.20.62.202:19999,59
1537497490,99.808229,502.7175733,12639.09453,13.4665452,Encryption,10.20.62.202:19999,60
1537497490,99.774822,500.8097567,3701.761219,11.5857189,Encryption,10.20.62.221:19999,61
1537497490,99.7915617,502.3803233,4855.498133,11.648484,Encryption,10.20.62.221:19999,62
1537497490,99.6870357,13940.34063,226.131796,12.7016248,Encryption,10.20.62.20:19999,63
1537497490,99.7246553,13955.2835,1522.257316,12.7717088,Encryption,10.20.62.20:19999,64
1537497490,99.745588,13940.76277,166.3827963,12.4233897,Encryption,10.20.62.125:19999,65
1537497490,99.766348,13946.5366,1532.926292,12.4665626,Encryption,10.20.62.125:19999,66
1537497490,99.7665203,500.1377433,634.3657932,12.6163271,Encryption,10.20.62.56:19999,67
1537497490,99.7956923,504.00795,6123.2769,12.6873299,Encryption,10.20.62.56:19999,68
1537497490,99.6996397,14495.77313,247.2746787,12.3539547,Encryption,10.20.62.35:19999,69
1537497490,99.7580193,14504.61283,1661.759682,12.4335266,Encryption,10.20.62.35:19999,70
1537497490,99.7915447,501.8760567,259.3593733,12.4958563,Encryption,10.20.62.36:19999,71
1537497490,99.8123477,502.6434586,1664.270685,12.5600977,Encryption,10.20.62.36:19999,72
1537497490,99.7665053,500.0790467,332.9871677,12.4719778,Encryption,10.20.62.59:19999,73
1537497490,99.7748687,503.0574233,1720.269502,12.5824369,Encryption,10.20.62.59:19999,74
1537497490,99.762354,488.1635533,213.4063707,12.5113783,Encryption,10.20.62.206:19999,75
1537497490,99.8040353,507.0096233,22217.66709,12.5651622,Encryption,10.20.62.206:19999,76
1537497490,99.7956547,13614.86413,293.1419524,12.4850984,Encryption,10.20.62.118:19999,77
1537497490,99.8123837,13622.12717,22216.13354,12.5411526,Encryption,10.20.62.118:19999,78
1537497490,99.8124047,406.65792,206.527742,12.6907742,Encryption,10.20.62.241:19999,79
1537497490,99.8165817,409.5377867,1685.524892,12.7424816,Encryption,10.20.62.241:19999,80
1537497490,99.7998897,859.6360833,255.0085905,12.5056684,Encryption,10.20.62.165:19999,81
1537497490,99.8165613,897.4315467,1679.043101,12.6176475,Encryption,10.20.62.165:19999,82
1537497490,99.8082587,847.0436167,276.3739453,11.0126656,Encryption,10.20.62.70:19999,83
1537497490,99.8332277,871.4426667,9.5033659,11.0880724,Encryption,10.20.62.70:19999,84
1537497490,99.766547,487.7332067,15247.6728,11.5764043,Encryption,10.20.62.143:19999,85
1537497490,99.7831973,503.6089867,209.1183157,11.6141153,Encryption,10.20.62.143:19999,86
1537497490,99.758233,497.83908,15294.16053,11.4157137,Encryption,10.20.62.104:19999,87
1537497490,99.7831813,501.1760167,275.0579763,11.4792785,Encryption,10.20.62.104:19999,88
1537497490,99.7819994,14020.92627,276.915316,11.9027427,Encryption,10.20.62.242:19999,89
1537497490,99.8392614,14055.23427,272.6057753,12.0250745,Encryption,10.20.62.242:19999,90
1537497490,99.7874203,9774.6871,272.5074998,12.1321891,Encryption,10.20.62.147:19999,91
1537497490,99.799784,9806.878667,238.2872427,12.2210751,Encryption,10.20.62.147:19999,92
1537497490,99.9041663,548.8100367,231.0172973,12.5274416,Encryption,10.20.57.102:19999,93
1537497490,99.8205496,2118.796767,163.0289037,12.5942212,Encryption,10.20.62.81:19999,94
1537497490,99.833259,2151.331533,226.8895597,12.5178738,Encryption,10.20.62.81:19999,95
1537497490,99.9166823,558.3032367,226.5415257,12.5676374,Encryption,10.20.62.237:19999,96
1537497490,99.91251,544.8216133,251.569064,6.3347957,Encryption,10.20.57.80:19999,97
1537497490,99.912531,546.90152,211.6575753,6.3796192,Encryption,10.20.62.183:19999,98
1537497490,99.749759,2150.8946,280.7525627,6.3136352,Encryption,10.20.62.12:19999,99
1537497490,99.77902,2166.306267,220.7567231,6.3567548,Encryption,10.20.62.12:19999,100
1537497490,99.7957073,3623.156467,245.933124,6.7806104,Encryption,10.20.62.224:19999,101
1537497490,99.8080973,3628.113867,255.9219267,6.7904063,Encryption,10.20.62.224:19999,102
1537497490,99.7790037,4417.757967,272.0177083,6.7210189,Encryption,10.20.62.97:19999,103
